0.011585,1.8337
0.041403,0.64031
0.071278,0.46528
0.10121,0.4083
0.1312,0.38869
0.16125,0.38563
0.19136,0.39137
0.22153,0.40233
0.25175,0.40665
0.28203,0.2956
0.31236,0.32623
0.34276,0.35587
0.37321,0.38478
0.40371,0.4031
0.43428,0.34808
0.4649,0.38105
0.49557,0.40305
0.52631,0.43426
0.55709,0.4648
0.58794,0.42355
0.61884,0.45611
0.64979,0.47796
0.6808,0.50921
0.71187,0.47937
0.74299,0.51175
0.77416,0.53356
0.80539,0.52016
0.83668,0.54268
0.86802,0.57468
0.89941,0.55618
0.93086,0.58864
0.96236,0.61063
0.99392,0.60598
1.0255,0.62827
1.0572,0.61611
1.0889,0.6486
1.1207,0.6707
1.1525,0.66117
1.1844,0.69339
1.2163,0.68564
1.2483,0.70793
1.2803,0.71173
1.3124,0.73404
1.3445,0.756
1.3767,0.76152
1.409,0.75797
1.4413,0.78023
1.4736,0.78774
1.506,0.80995
1.5384,0.80845
1.5709,0.83058
1.6035,0.84001
1.6361,0.86206
1.6688,0.86231
1.7015,0.88428
1.7342,0.89523
1.767,0.89672
1.7999,0.91876
1.8328,0.92089
1.8657,0.93348
1.8987,0.9555
1.9318,0.95868
1.9649,0.98057
1.998,0.98423
2.0312,0.99829
2.0645,1.0027
2.0978,1.0247
2.1311,1.0295
2.1645,1.0513
2.198,1.0566
2.2315,1.0721
2.265,1.078
2.2986,1.0998
2.3322,1.1059
2.3659,1.1124
2.3997,1.1341
2.4334,1.136
2.4673,1.1578
2.5011,1.165
2.5351,1.1725
2.569,1.1941
2.6031,1.2018
2.6371,1.2097
2.6712,1.2278
2.7054,1.2361
2.7396,1.2445
2.7738,1.2531
2.8081,1.2748
2.8425,1.2836
2.8769,1.2926
2.9113,1.3017
2.9458,1.321
2.9803,1.3304
3.0149,1.34
3.0495,1.3497
3.0841,1.3596
3.1188,1.3811
3.1536,1.3911
3.1884,1.4012
3.2232,1.4114
3.2581,1.4217
3.293,1.4322
3.328,1.4419
3.363,1.4527
3.3981,1.4636
3.4332,1.4746
3.4683,1.4856
3.5035,1.5071
3.5387,1.5182
3.574,1.5295
3.6093,1.5408
3.6447,1.5522
3.6801,1.5637
3.7155,1.5753
3.751,1.587
3.7865,1.5897
3.8221,1.6017
3.8577,1.6137
3.8934,1.6259
3.9291,1.638
3.9648,1.6503
4.0006,1.6626
4.0364,1.675
4.0723,1.6874
4.1082,1.6999
4.1441,1.7037
4.1801,1.7164
4.2161,1.7291
4.2522,1.7419
4.2883,1.7548
4.3244,1.7676
4.3606,1.7723
4.3968,1.7853
4.4331,1.7984
4.4694,1.8135
4.5058,1.8188
4.5421,1.8321
4.5786,1.8455
4.615,1.8511
4.6515,1.8646
4.6881,1.8781
4.7247,1.8917
4.7613,1.8978
4.7979,1.9115
4.8346,1.9252
4.8714,1.9316
4.9082,1.9455
4.945,1.9594
4.9818,1.966
5.0187,1.98
5.0556,1.9869
5.0926,2.001
5.1296,2.0151
5.1666,2.0223
5.2037,2.0365
5.2408,2.0439
5.278,2.0582
5.3152,2.0657
5.3524,2.0801
5.3896,2.0879
5.4269,2.1024
5.4643,2.1103
5.5016,2.1248
5.539,2.1329
5.5765,2.1475
5.614,2.1558
5.6515,2.1705
5.689,2.1789
5.7266,2.1937
5.7642,2.2022
5.8019,2.2109
5.8396,2.2258
5.8773,2.2345
5.915,2.2495
5.9528,2.2584
5.9907,2.2675
6.0285,2.2825
6.0664,2.2917
6.1044,2.3009
6.1423,2.316
6.1803,2.3254
6.2184,2.3348
6.2564,2.3443
6.2945,2.3596
6.3327,2.3693
6.3708,2.3789
6.409,2.3887
6.4473,2.4041
6.4855,2.414
6.5238,2.424
6.5622,2.434
6.6005,2.4441
6.6389,2.4596
6.6774,2.4698
6.7158,2.4801
6.7543,2.4904
6.7928,2.5007
6.8314,2.5112
6.87,2.5217
6.9086,2.5374
6.9473,2.548
6.986,2.5587
7.0247,2.5694
7.0634,2.5801
7.1022,2.5909
7.141,2.6018
7.1799,2.6127
7.2187,2.6237
7.2576,2.6347
7.2966,2.6458
7.3355,2.6569
7.3745,2.6681
7.4136,2.6793
7.4526,2.6906
7.4917,2.7019
7.5308,2.7133
7.57,2.7199
7.6091,2.7314
7.6483,2.7429
7.6876,2.7545
7.7268,2.7661
7.7661,2.7777
7.8055,2.7894
7.8448,2.8012
7.8842,2.8084
7.9236,2.8202
7.963,2.8321
8.0025,2.844
8.042,2.856
8.0815,2.8635
8.1211,2.8756
8.1606,2.8876
8.2002,2.8997
8.2399,2.9076
8.2795,2.9197
8.3192,2.932
8.359,2.94
8.3987,2.9523
8.4385,2.9647
8.4783,2.9728
8.5181,2.9853
8.5579,2.9977
8.5978,3.0061
8.6377,3.0187
8.6777,3.0313
8.7176,3.0397
8.7576,3.0524
8.7976,3.061
8.8377,3.0737
8.8777,3.0825
8.9178,3.0953
8.9579,3.1041
8.9981,3.117
9.0382,3.1259
9.0784,3.1389
9.1187,3.1479
9.1589,3.1609
9.1992,3.1701
9.2395,3.1832
9.2798,3.1924
9.3201,3.2055
9.3605,3.2149
9.4009,3.2243
9.4413,3.2375
9.4817,3.247
