0.13,0.011585
0.14,0.041403
0.15,0.071278
0.16,0.10121
0.17,0.1312
0.18,0.16125
0.19,0.19136
0.2,0.22153
0.21,0.25175
0.22,0.28203
0.23,0.31236
0.24,0.34276
0.25,0.37321
0.26,0.40371
0.27,0.43428
0.28,0.4649
0.29,0.49557
0.3,0.52631
0.31,0.55709
0.32,0.58794
0.33,0.61884
0.34,0.64979
0.35,0.6808
0.36,0.71187
0.37,0.74299
0.38,0.77416
0.39,0.80539
0.4,0.83668
0.41,0.86802
0.42,0.89941
0.43,0.93086
0.44,0.96236
0.45,0.99392
0.46,1.0255
0.47,1.0572
0.48,1.0889
0.49,1.1207
0.5,1.1525
0.51,1.1844
0.52,1.2163
0.53,1.2483
0.54,1.2803
0.55,1.3124
0.56,1.3445
0.57,1.3767
0.58,1.409
0.59,1.4413
0.6,1.4736
0.61,1.506
0.62,1.5384
0.63,1.5709
0.64,1.6035
0.65,1.6361
0.66,1.6688
0.67,1.7015
0.68,1.7342
0.69,1.767
0.7,1.7999
0.71,1.8328
0.72,1.8657
0.73,1.8987
0.74,1.9318
0.75,1.9649
0.76,1.998
0.77,2.0312
0.78,2.0645
0.79,2.0978
0.8,2.1311
0.81,2.1645
0.82,2.198
0.83,2.2315
0.84,2.265
0.85,2.2986
0.86,2.3322
0.87,2.3659
0.88,2.3997
0.89,2.4334
0.9,2.4673
0.91,2.5011
0.92,2.5351
0.93,2.569
0.94,2.6031
0.95,2.6371
0.96,2.6712
0.97,2.7054
0.98,2.7396
0.99,2.7738
1,2.8081
1.01,2.8425
1.02,2.8769
1.03,2.9113
1.04,2.9458
1.05,2.9803
1.06,3.0149
1.07,3.0495
1.08,3.0841
1.09,3.1188
1.1,3.1536
1.11,3.1884
1.12,3.2232
1.13,3.2581
1.14,3.293
1.15,3.328
1.16,3.363
1.17,3.3981
1.18,3.4332
1.19,3.4683
1.2,3.5035
1.21,3.5387
1.22,3.574
1.23,3.6093
1.24,3.6447
1.25,3.6801
1.26,3.7155
1.27,3.751
1.28,3.7865
1.29,3.8221
1.3,3.8577
1.31,3.8934
1.32,3.9291
1.33,3.9648
1.34,4.0006
1.35,4.0364
1.36,4.0723
1.37,4.1082
1.38,4.1441
1.39,4.1801
1.4,4.2161
1.41,4.2522
1.42,4.2883
1.43,4.3244
1.44,4.3606
1.45,4.3968
1.46,4.4331
1.47,4.4694
1.48,4.5058
1.49,4.5421
1.5,4.5786
1.51,4.615
1.52,4.6515
1.53,4.6881
1.54,4.7247
1.55,4.7613
1.56,4.7979
1.57,4.8346
1.58,4.8714
1.59,4.9082
1.6,4.945
1.61,4.9818
1.62,5.0187
1.63,5.0556
1.64,5.0926
1.65,5.1296
1.66,5.1666
1.67,5.2037
1.68,5.2408
1.69,5.278
1.7,5.3152
1.71,5.3524
1.72,5.3896
1.73,5.4269
1.74,5.4643
1.75,5.5016
1.76,5.539
1.77,5.5765
1.78,5.614
1.79,5.6515
1.8,5.689
1.81,5.7266
1.82,5.7642
1.83,5.8019
1.84,5.8396
1.85,5.8773
1.86,5.915
1.87,5.9528
1.88,5.9907
1.89,6.0285
1.9,6.0664
1.91,6.1044
1.92,6.1423
1.93,6.1803
1.94,6.2184
1.95,6.2564
1.96,6.2945
1.97,6.3327
1.98,6.3708
1.99,6.409
2,6.4473
2.01,6.4855
2.02,6.5238
2.03,6.5622
2.04,6.6005
2.05,6.6389
2.06,6.6774
2.07,6.7158
2.08,6.7543
2.09,6.7928
2.1,6.8314
2.11,6.87
2.12,6.9086
2.13,6.9473
2.14,6.986
2.15,7.0247
2.16,7.0634
