0,499.45
0.01,499.88
0.02,500.27
0.03,500.63
0.04,500.95
0.05,501.24
0.06,501.49
0.07,501.71
0.08,501.9
0.09,502.07
0.1,502.2
0.11,502.3
0.12,502.38
0.13,502.43
0.14,502.46
0.15,502.46
0.16,502.44
0.17,502.39
0.18,502.33
0.19,502.24
0.2,502.13
0.21,502
0.22,501.85
0.23,501.68
0.24,501.49
0.25,501.29
0.26,501.07
0.27,500.84
0.28,500.59
0.29,500.32
0.3,500.04
0.31,499.75
0.32,499.44
0.33,499.12
0.34,498.79
0.35,498.45
0.36,498.09
0.37,497.73
0.38,497.35
0.39,496.97
0.4,496.57
0.41,496.17
0.42,495.76
0.43,495.33
0.44,494.91
0.45,494.47
0.46,494.03
0.47,493.58
0.48,493.13
0.49,492.66
0.5,492.2
0.51,491.73
0.52,491.25
0.53,490.77
0.54,490.28
0.55,489.79
0.56,489.29
0.57,488.8
0.58,488.29
0.59,487.79
0.6,487.28
0.61,486.77
0.62,486.25
0.63,485.74
0.64,485.22
0.65,484.7
0.66,484.18
0.67,483.65
0.68,483.13
0.69,482.6
0.7,482.07
0.71,481.54
0.72,481.01
0.73,480.48
0.74,479.95
0.75,479.42
0.76,478.88
0.77,478.35
0.78,477.82
0.79,477.28
0.8,476.75
0.81,476.22
0.82,475.68
0.83,475.15
0.84,474.62
0.85,474.08
0.86,473.55
0.87,473.02
0.88,472.48
0.89,471.95
0.9,471.42
0.91,470.89
0.92,470.36
0.93,469.83
0.94,469.3
0.95,468.77
0.96,468.24
0.97,467.72
0.98,467.19
0.99,466.66
1,466.14
1.01,465.61
1.02,465.09
1.03,464.57
1.04,464.04
1.05,463.52
1.06,463
1.07,462.48
1.08,461.96
1.09,461.44
1.1,460.92
1.11,460.4
1.12,459.88
1.13,459.37
1.14,458.85
1.15,458.33
1.16,457.82
1.17,457.3
1.18,456.79
1.19,456.27
1.2,455.76
1.21,455.24
1.22,454.73
1.23,454.21
1.24,453.7
1.25,453.19
1.26,452.67
1.27,452.16
1.28,451.64
1.29,451.13
1.3,450.62
1.31,450.1
1.32,449.59
1.33,449.07
1.34,448.56
1.35,448.04
1.36,447.53
1.37,447.01
1.38,446.49
1.39,445.98
1.4,445.46
1.41,444.94
1.42,444.42
1.43,443.9
1.44,443.38
1.45,442.86
1.46,442.34
1.47,441.81
1.48,441.29
1.49,440.77
1.5,440.24
1.51,439.71
1.52,439.18
1.53,438.65
1.54,438.12
1.55,437.59
1.56,437.06
1.57,436.52
1.58,435.99
1.59,435.45
1.6,434.91
1.61,434.37
1.62,433.83
1.63,433.28
1.64,432.74
1.65,432.19
1.66,431.64
1.67,431.09
1.68,430.54
1.69,429.98
1.7,429.43
1.71,428.87
1.72,428.31
1.73,427.75
1.74,427.19
1.75,426.62
1.76,426.05
1.77,425.48
1.78,424.91
1.79,424.34
1.8,423.76
1.81,423.18
1.82,422.6
1.83,422.02
1.84,421.43
1.85,420.85
1.86,420.26
1.87,419.67
1.88,419.07
1.89,418.48
1.9,417.88
1.91,417.28
1.92,416.67
1.93,416.07
1.94,415.46
1.95,414.85
1.96,414.24
1.97,413.62
1.98,413.01
1.99,412.39
2,411.76
2.01,411.14
2.02,410.51
2.03,409.88
2.04,409.25
2.05,408.62
2.06,407.98
2.07,407.34
2.08,406.7
2.09,406.06
2.1,405.41
2.11,404.76
2.12,404.11
2.13,403.46
2.14,402.81
2.15,402.15
2.16,401.49
2.17,400.83
2.18,400.16
2.19,399.5
2.2,398.83
2.21,398.16
2.22,397.48
2.23,396.81
2.24,396.13
2.25,395.45
2.26,394.77
2.27,394.08
2.28,393.4
2.29,392.71
2.3,392.02
2.31,391.33
2.32,390.63
2.33,389.94
2.34,389.24
2.35,388.54
2.36,387.84
2.37,387.13
2.38,386.43
2.39,385.72
2.4,385.01
2.41,384.3
2.42,383.59
2.43,382.88
2.44,382.16
2.45,381.44
2.46,380.72
2.47,380
2.48,379.28
2.49,378.56
2.5,377.84
2.51,377.11
2.52,376.38
2.53,375.66
2.54,374.93
2.55,374.2
2.56,373.46
2.57,372.73
2.58,372
2.59,371.26
2.6,370.53
2.61,369.79
2.62,369.05
2.63,368.31
2.64,367.57
2.65,366.83
2.66,366.09
2.67,365.35
2.68,364.61
2.69,363.86
2.7,363.12
2.71,362.38
2.72,361.63
2.73,360.89
2.74,360.14
2.75,359.4
2.76,358.65
2.77,357.91
2.78,357.16
2.79,356.41
2.8,355.67
2.81,354.92
2.82,354.17
2.83,353.43
2.84,352.68
2.85,351.93
2.86,351.19
2.87,350.44
2.88,349.69
2.89,348.95
2.9,348.2
2.91,347.46
2.92,346.71
2.93,345.97
2.94,345.23
2.95,344.48
2.96,343.74
2.97,343
2.98,342.26
2.99,341.52
3,340.78
3.01,340.04
3.02,339.3
3.03,338.56
3.04,337.83
3.05,337.09
3.06,336.36
3.07,335.62
3.08,334.89
3.09,334.16
3.1,333.43
3.11,332.7
3.12,331.97
3.13,331.24
3.14,330.52
3.15,329.79
3.16,329.07
3.17,328.35
3.18,327.63
3.19,326.91
3.2,326.19
3.21,325.48
3.22,324.76
3.23,324.05
3.24,323.34
3.25,322.63
3.26,321.92
3.27,321.21
3.28,320.51
3.29,319.8
3.3,319.1
3.31,318.4
3.32,317.71
3.33,317.01
3.34,316.31
3.35,315.62
3.36,314.93
3.37,314.24
3.38,313.55
3.39,312.87
3.4,312.18
3.41,311.5
3.42,310.82
3.43,310.14
3.44,309.47
3.45,308.79
3.46,308.12
3.47,307.45
3.48,306.78
3.49,306.12
3.5,305.45
3.51,304.79
3.52,304.13
3.53,303.47
3.54,302.82
3.55,302.16
3.56,301.51
3.57,300.86
3.58,300.21
3.59,299.57
3.6,298.92
3.61,298.28
3.62,297.64
3.63,297
3.64,296.37
