0,283.7,0,7.918,0,154.54
0,283.7,0.50072,7.9457,0.50072,154.57
0,283.7,1.0014,7.9734,1.0014,154.59
0,283.7,1.5021,8.0013,1.5021,154.62
0.50201,283.57,2.0029,8.0293,2.0029,154.65
1.004,283.44,2.5036,8.0573,2.5036,154.68
1.506,283.31,3.0043,8.0855,3.0043,154.71
2.008,283.17,3.505,8.1138,3.505,154.73
2.51,283.04,4.0057,8.1421,4.0057,154.76
3.012,282.91,4.5064,8.1706,4.5064,154.79
3.5141,282.78,5.0072,8.1992,5.0072,154.82
4.0161,282.65,5.5079,8.2278,5.5079,154.85
4.5181,282.52,6.0086,8.2566,6.0086,154.88
5.0201,282.39,6.5093,8.2854,6.5093,154.91
5.5221,282.25,7.01,8.3144,7.01,154.94
6.0241,282.12,7.5107,8.3435,7.5107,154.96
6.5261,281.99,8.0114,8.3726,8.0114,154.99
7.0281,281.86,8.5122,8.4019,8.5122,155.02
7.5301,281.73,9.0129,8.4313,9.0129,155.05
8.0321,281.6,9.5136,8.4607,9.5136,155.08
8.5341,281.47,10.014,8.4903,10.014,155.11
9.0361,281.33,10.515,8.52,10.515,155.14
9.5382,281.2,11.016,8.5498,11.016,155.17
10.04,281.07,11.516,8.5797,11.516,155.2
10.542,280.94,12.017,8.6097,12.017,155.23
11.044,280.81,12.518,8.6398,12.518,155.26
11.546,280.68,13.019,8.67,13.019,155.29
12.048,280.55,13.519,8.7003,13.519,155.32
12.55,280.41,14.02,8.7307,14.02,155.35
13.052,280.28,14.521,8.7612,14.521,155.38
13.554,280.15,15.021,8.7918,15.021,155.41
14.056,280.02,15.522,8.8225,15.522,155.44
14.558,279.89,16.023,8.8534,16.023,155.47
15.06,279.76,16.524,8.8843,16.524,155.51
15.562,279.63,17.024,8.9154,17.024,155.54
16.064,279.49,17.525,8.9466,17.525,155.57
16.566,279.36,18.026,8.9778,18.026,155.6
17.068,279.23,18.526,9.0092,18.526,155.63
17.57,279.1,19.027,9.0407,19.027,155.66
18.072,278.97,19.528,9.0723,19.528,155.69
18.574,278.84,20.029,9.104,20.029,155.73
19.076,278.71,20.529,9.1358,20.529,155.76
19.578,278.57,21.03,9.1678,21.03,155.79
20.08,278.44,21.531,9.1998,21.531,155.82
20.582,278.31,22.031,9.232,22.031,155.85
21.084,278.18,22.532,9.2642,22.532,155.89
21.586,278.05,23.033,9.2966,23.033,155.92
22.088,277.92,23.534,9.3291,23.534,155.95
22.59,277.79,24.034,9.3617,24.034,155.98
23.092,277.65,24.535,9.3945,24.535,156.02
23.594,277.52,25.036,9.4273,25.036,156.05
24.096,277.39,25.536,9.4603,25.536,156.08
24.598,277.26,26.037,9.4933,26.037,156.11
25.1,277.13,26.538,9.5265,26.538,156.15
25.602,277,27.039,9.5598,27.039,156.18
26.104,276.87,27.539,9.5932,27.539,156.21
26.606,276.73,28.04,9.6268,28.04,156.25
27.108,276.6,28.541,9.6604,28.541,156.28
27.61,276.47,29.041,9.6942,29.041,156.32
28.112,276.34,29.542,9.7281,29.542,156.35
28.614,276.21,30.043,9.7621,30.043,156.38
29.116,276.08,30.544,9.7962,30.544,156.42
29.618,275.95,31.044,9.8304,31.044,156.45
30.12,275.81,31.545,9.8648,31.545,156.49
30.622,275.68,32.046,9.8993,32.046,156.52
31.124,275.55,32.546,9.9339,32.546,156.55
31.627,275.42,33.047,9.9686,33.047,156.59
32.129,275.29,33.548,10.003,33.548,156.62
32.631,275.16,34.049,10.038,34.049,156.66
33.133,275.03,34.549,10.074,34.549,156.69
33.635,274.89,35.05,10.109,35.05,156.73
34.137,274.76,35.551,10.144,35.551,156.77
34.639,274.63,36.052,10.18,36.052,156.8
35.141,274.5,36.552,10.215,36.552,156.84
35.643,274.37,37.053,10.251,37.053,156.87
36.145,274.24,37.554,10.287,37.554,156.91
36.647,274.11,38.054,10.323,38.054,156.94
37.149,273.97,38.555,10.359,38.555,156.98
37.651,273.84,39.056,10.395,39.056,157.02
38.153,273.71,39.557,10.431,39.557,157.05
38.655,273.58,40.057,10.468,40.057,157.09
39.157,273.45,40.558,10.504,40.558,157.13
39.659,273.32,41.059,10.541,41.059,157.16
40.161,273.19,41.559,10.578,41.559,157.2
40.663,273.05,42.06,10.615,42.06,157.24
41.165,272.92,42.561,10.652,42.561,157.27
41.667,272.79,43.062,10.689,43.062,157.31
42.169,272.66,43.562,10.727,43.562,157.35
42.671,272.53,44.063,10.764,44.063,157.39
43.173,272.4,44.564,10.802,44.564,157.42
43.675,272.27,45.064,10.839,45.064,157.46
44.177,272.13,45.565,10.877,45.565,157.5
44.679,272,46.066,10.915,46.066,157.54
45.181,271.87,46.567,10.953,46.567,157.57
45.683,271.74,47.067,10.992,47.067,157.61
46.185,271.61,47.568,11.03,47.568,157.65
46.687,271.48,48.069,11.069,48.069,157.69
47.189,271.35,48.569,11.107,48.569,157.73
47.691,271.21,49.07,11.146,49.07,157.77
48.193,271.08,49.571,11.185,49.571,157.81
48.695,270.95,50.072,11.224,50.072,157.85
49.197,270.82,50.572,11.264,50.572,157.88
49.699,270.69,51.073,11.303,51.073,157.92
50.201,270.56,51.574,11.342,51.574,157.96
50.703,270.43,52.074,11.382,52.074,158
51.205,270.29,52.575,11.422,52.575,158.04
51.707,270.16,53.076,11.462,53.076,158.08
52.209,270.03,53.577,11.502,53.577,158.12
52.711,269.9,54.077,11.542,54.077,158.16
53.213,269.77,54.578,11.582,54.578,158.2
53.715,269.64,55.079,11.623,55.079,158.24
54.217,269.51,55.579,11.663,55.579,158.28
54.719,269.37,56.08,11.704,56.08,158.33
55.221,269.24,56.581,11.745,56.581,158.37
55.723,269.11,57.082,11.786,57.082,158.41
56.225,268.98,57.582,11.827,57.582,158.45
56.727,268.85,58.083,11.869,58.083,158.49
57.229,268.72,58.584,11.91,58.584,158.53
57.731,268.59,59.084,11.952,59.084,158.57
58.233,268.45,59.585,11.994,59.585,158.61
58.735,268.32,60.086,12.036,60.086,158.66
59.237,268.19,60.587,12.078,60.587,158.7
59.739,268.06,61.087,12.12,61.087,158.74
60.241,267.93,61.588,12.162,61.588,158.78
60.743,267.8,62.089,12.205,62.089,158.83
61.245,267.67,62.589,12.247,62.589,158.87
61.747,267.53,63.09,12.29,63.09,158.91
62.249,267.4,63.591,12.333,63.591,158.95
62.751,267.27,64.092,12.376,64.092,159
63.253,267.14,64.592,12.42,64.592,159.04
63.755,267.01,65.093,12.463,65.093,159.08
64.257,266.88,65.594,12.507,65.594,159.13
64.759,266.75,66.094,12.55,66.094,159.17
65.261,266.61,66.595,12.594,66.595,159.22
65.763,266.48,67.096,12.638,67.096,159.26
66.265,266.35,67.597,12.682,67.597,159.3
66.767,266.22,68.097,12.727,68.097,159.35
67.269,266.09,68.598,12.771,68.598,159.39
67.771,265.96,69.099,12.816,69.099,159.44
68.273,265.83,69.599,12.861,69.599,159.48
68.775,265.69,70.1,12.906,70.1,159.53
69.277,265.56,70.601,12.951,70.601,159.57
69.779,265.43,71.102,12.996,71.102,159.62
70.281,265.3,71.602,13.041,71.602,159.66
70.783,265.17,72.103,13.087,72.103,159.71
71.285,265.04,72.604,13.133,72.604,159.75
71.787,264.91,73.104,13.179,73.104,159.8
72.289,264.77,73.605,13.225,73.605,159.85
72.791,264.64,74.106,13.271,74.106,159.89
73.293,264.51,74.607,13.317,74.607,159.94
73.795,264.38,75.107,13.364,75.107,159.98
74.297,264.25,75.608,13.41,75.608,160.03
74.799,264.12,76.109,13.457,76.109,160.08
75.301,263.99,76.609,13.504,76.609,160.13
75.803,263.85,77.11,13.552,77.11,160.17
76.305,263.72,77.611,13.599,77.611,160.22
76.807,263.59,78.112,13.646,78.112,160.27
77.309,263.46,78.612,13.694,78.612,160.32
77.811,263.33,79.113,13.742,79.113,160.36
78.313,263.2,79.614,13.79,79.614,160.41
78.815,263.07,80.114,13.838,80.114,160.46
79.317,262.93,80.615,13.887,80.615,160.51
79.819,262.8,81.116,13.935,81.116,160.56
80.321,262.67,81.617,13.984,81.617,160.6
80.823,262.54,82.117,14.033,82.117,160.65
81.325,262.41,82.618,14.082,82.618,160.7
81.827,262.28,83.119,14.131,83.119,160.75
82.329,262.15,83.619,14.18,83.619,160.8
82.831,262.01,84.12,14.23,84.12,160.85
83.333,261.88,84.621,14.28,84.621,160.9
83.835,261.75,85.122,14.33,85.122,160.95
84.337,261.62,85.622,14.38,85.622,161
84.839,261.49,86.123,14.43,86.123,161.05
85.341,261.36,86.624,14.48,86.624,161.1
85.843,261.23,87.124,14.531,87.124,161.15
86.345,261.09,87.625,14.582,87.625,161.2
86.847,260.96,88.126,14.633,88.126,161.25
87.349,260.83,88.627,14.684,88.627,161.3
87.851,260.7,89.127,14.735,89.127,161.36
88.353,260.57,89.628,14.787,89.628,161.41
88.855,260.44,90.129,14.838,90.129,161.46
89.357,260.31,90.629,14.89,90.629,161.51
89.859,260.17,91.13,14.942,91.13,161.56
90.361,260.04,91.631,14.995,91.631,161.62
90.863,259.91,92.132,15.047,92.132,161.67
91.365,259.78,92.632,15.1,92.632,161.72
91.867,259.65,93.133,15.152,93.133,161.77
92.369,259.52,93.634,15.205,93.634,161.83
92.871,259.39,94.134,15.258,94.134,161.88
93.373,259.25,94.635,15.312,94.635,161.93
93.876,259.12,95.136,15.365,95.136,161.99
94.378,258.99,95.637,15.419,95.637,162.04
94.88,258.86,96.137,15.473,96.137,162.09
95.382,258.73,96.638,15.527,96.638,162.15
95.884,258.6,97.139,15.581,97.139,162.2
96.386,258.47,97.639,15.636,97.639,162.26
96.888,258.33,98.14,15.69,98.14,162.31
97.39,258.2,98.641,15.745,98.641,162.37
97.892,258.07,99.142,15.8,99.142,162.42
98.394,257.94,99.642,15.855,99.642,162.48
98.896,257.81,100.14,15.911,100.14,162.53
99.398,257.68,100.64,15.966,100.64,162.59
99.9,257.55,101.14,16.022,101.14,162.64
100.4,257.41,101.65,16.078,101.65,162.7
100.9,257.28,102.15,16.134,102.15,162.76
101.41,257.15,102.65,16.191,102.65,162.81
101.91,257.02,103.15,16.247,103.15,162.87
102.41,256.89,103.65,16.304,103.65,162.93
102.91,256.76,104.15,16.361,104.15,162.98
103.41,256.63,104.65,16.418,104.65,163.04
103.92,256.49,105.15,16.476,105.15,163.1
104.42,256.36,105.65,16.533,105.65,163.15
104.92,256.23,106.15,16.591,106.15,163.21
105.42,256.1,106.65,16.649,106.65,163.27
105.92,255.97,107.15,16.707,107.15,163.33
106.43,255.84,107.65,16.766,107.65,163.39
106.93,255.71,108.15,16.824,108.15,163.45
107.43,255.57,108.66,16.883,108.66,163.5
107.93,255.44,109.16,16.942,109.16,163.56
108.43,255.31,109.66,17.001,109.66,163.62
108.94,255.18,110.16,17.061,110.16,163.68
109.44,255.05,110.66,17.12,110.66,163.74
109.94,254.92,111.16,17.18,111.16,163.8
110.44,254.79,111.66,17.24,111.66,163.86
110.94,254.65,112.16,17.3,112.16,163.92
111.45,254.52,112.66,17.361,112.66,163.98
111.95,254.39,113.16,17.422,113.16,164.04
112.45,254.26,113.66,17.483,113.66,164.1
112.95,254.13,114.16,17.544,114.16,164.16
113.45,254,114.66,17.605,114.66,164.23
113.96,253.87,115.16,17.666,115.16,164.29
114.46,253.73,115.67,17.728,115.67,164.35
114.96,253.6,116.17,17.79,116.17,164.41
115.46,253.47,116.67,17.852,116.67,164.47
115.96,253.34,117.17,17.915,117.17,164.54
116.47,253.21,117.67,17.977,117.67,164.6
116.97,253.08,118.17,18.04,118.17,164.66
117.47,252.95,118.67,18.103,118.67,164.72
117.97,252.81,119.17,18.166,119.17,164.79
118.47,252.68,119.67,18.23,119.67,164.85
118.98,252.55,120.17,18.294,120.17,164.91
119.48,252.42,120.67,18.358,120.67,164.98
119.98,252.29,121.17,18.422,121.17,165.04
120.48,252.16,121.67,18.486,121.67,165.11
120.98,252.03,122.17,18.551,122.17,165.17
121.49,251.89,122.68,18.616,122.68,165.24
121.99,251.76,123.18,18.681,123.18,165.3
122.49,251.63,123.68,18.746,123.68,165.37
122.99,251.5,124.18,18.811,124.18,165.43
123.49,251.37,124.68,18.877,124.68,165.5
124,251.24,125.18,18.943,125.18,165.56
124.5,251.11,125.68,19.009,125.68,165.63
125,250.97,126.18,19.076,126.18,165.7
126.5,249.69,126.68,19.142,126.68,165.76
127,248.78,127.18,19.209,127.18,165.83
127.51,247.88,127.68,19.276,127.68,165.9
128.01,246.98,128.18,19.344,128.18,165.96
128.51,246.09,128.68,19.411,128.68,166.03
129.01,245.21,129.18,19.479,129.18,166.1
129.51,244.32,129.69,19.547,129.69,166.17
130.01,243.45,130.19,19.615,130.19,166.24
130.51,242.58,130.69,19.684,130.69,166.31
131.01,241.71,131.19,19.753,131.19,166.37
131.51,240.85,131.69,19.822,131.69,166.44
132.02,240,132.19,19.891,132.19,166.51
132.52,239.15,132.69,19.961,132.69,166.58
133.02,238.3,133.19,20.03,133.19,166.65
133.52,237.46,133.69,20.1,133.69,166.72
134.02,236.63,134.19,20.171,134.19,166.79
134.52,235.8,134.69,20.241,134.69,166.86
135.02,234.97,135.19,20.312,135.19,166.93
135.52,234.15,135.69,20.383,135.69,167
136.02,233.34,136.19,20.454,136.19,167.07
136.53,232.53,136.7,20.525,136.7,167.15
137.03,231.73,137.2,20.597,137.2,167.22
137.53,230.92,137.7,20.669,137.7,167.29
138.03,230.13,138.2,20.741,138.2,167.36
138.53,229.34,138.7,20.814,138.7,167.43
139.03,228.55,139.2,20.886,139.2,167.51
139.53,227.77,139.7,20.959,139.7,167.58
140.03,227,140.2,21.033,140.2,167.65
140.53,226.22,140.7,21.106,140.7,167.73
141.04,225.46,141.2,21.18,141.2,167.8
141.54,224.69,141.7,21.254,141.7,167.87
142.04,223.93,142.2,21.328,142.2,167.95
142.54,223.18,142.7,21.403,142.7,168.02
143.04,222.43,143.2,21.477,143.2,168.1
143.54,221.69,143.71,21.552,143.71,168.17
144.04,220.95,144.21,21.628,144.21,168.25
144.54,220.21,144.71,21.703,144.71,168.32
145.04,219.48,145.21,21.779,145.21,168.4
145.55,218.75,145.71,21.855,145.71,168.48
146.05,218.03,146.21,21.932,146.21,168.55
146.55,217.31,146.71,22.008,146.71,168.63
147.05,216.59,147.21,22.085,147.21,168.71
147.55,215.88,147.71,22.162,147.71,168.78
148.05,215.17,148.21,22.24,148.21,168.86
148.55,214.47,148.71,22.317,148.71,168.94
149.05,213.77,149.21,22.395,149.21,169.02
149.55,213.08,149.71,22.473,149.71,169.09
150.06,212.39,150.21,22.552,150.21,169.17
150.56,211.7,150.72,22.631,150.72,169.25
151.06,211.02,151.22,22.71,151.22,169.33
151.56,210.34,151.72,22.789,151.72,169.41
152.06,209.67,152.22,22.869,152.22,169.49
152.56,209,152.72,22.949,152.72,169.57
153.06,208.33,153.22,23.029,153.22,169.65
153.56,207.67,153.72,23.109,153.72,169.73
154.06,207.01,154.22,23.19,154.22,169.81
154.57,206.35,154.72,23.271,154.72,169.89
155.07,205.7,155.22,23.352,155.22,169.97
155.57,205.05,155.72,23.434,155.72,170.05
156.07,204.41,156.22,23.516,156.22,170.14
156.57,203.77,156.72,23.598,156.72,170.22
157.07,203.13,157.22,23.68,157.22,170.3
157.57,202.5,157.73,23.763,157.73,170.38
158.07,201.87,158.23,23.846,158.23,170.47
158.57,201.25,158.73,23.929,158.73,170.55
159.08,200.62,159.23,24.013,159.23,170.63
159.58,200,159.73,24.096,159.73,170.72
160.08,199.39,160.23,24.181,160.23,170.8
160.58,198.78,160.73,24.265,160.73,170.89
161.08,198.17,161.23,24.35,161.23,170.97
161.58,197.56,161.73,24.435,161.73,171.06
162.08,196.96,162.23,24.52,162.23,171.14
162.58,196.36,162.73,24.606,162.73,171.23
163.08,195.77,163.23,24.692,163.23,171.31
163.59,195.18,163.73,24.778,163.73,171.4
164.09,194.59,164.23,24.864,164.23,171.49
164.59,194.01,164.74,24.951,164.74,171.57
165.09,193.42,165.24,25.038,165.24,171.66
165.59,192.85,165.74,25.126,165.74,171.75
166.09,192.27,166.24,25.213,166.24,171.83
166.59,191.7,166.74,25.302,166.74,171.92
167.09,191.13,167.24,25.39,167.24,172.01
167.59,190.57,167.74,25.478,167.74,172.1
168.1,190,168.24,25.567,168.24,172.19
168.6,189.44,168.74,25.657,168.74,172.28
169.1,188.89,169.24,25.746,169.24,172.37
169.6,188.34,169.74,25.836,169.74,172.46
170.1,187.79,170.24,25.926,170.24,172.55
170.6,187.24,170.74,26.017,170.74,172.64
171.1,186.7,171.24,26.108,171.24,172.73
171.6,186.15,171.75,26.199,171.75,172.82
172.1,185.62,172.25,26.29,172.25,172.91
172.61,185.08,172.75,26.382,172.75,173
173.11,184.55,173.25,26.474,173.25,173.1
173.61,184.02,173.75,26.566,173.75,173.19
174.11,183.5,174.25,26.659,174.25,173.28
174.61,182.97,174.75,26.752,174.75,173.37
175.11,182.45,175.25,26.846,175.25,173.47
175.61,181.93,175.75,26.939,175.75,173.56
176.11,181.42,176.25,27.033,176.25,173.65
176.61,180.91,176.75,27.128,176.75,173.75
177.12,180.4,177.25,27.222,177.25,173.84
177.62,179.89,177.75,27.317,177.75,173.94
178.12,179.39,178.25,27.413,178.25,174.03
178.62,178.89,178.76,27.508,178.76,174.13
179.12,178.39,179.26,27.604,179.26,174.23
179.62,177.89,179.76,27.701,179.76,174.32
180.12,177.4,180.26,27.797,180.26,174.42
180.62,176.91,180.76,27.894,180.76,174.52
181.12,176.42,181.26,27.991,181.26,174.61
181.63,175.94,181.76,28.089,181.76,174.71
182.13,175.45,182.26,28.187,182.26,174.81
182.63,174.97,182.76,28.285,182.76,174.91
183.13,174.5,183.26,28.384,183.26,175.01
183.63,174.02,183.76,28.483,183.76,175.1
184.13,173.55,184.26,28.582,184.26,175.2
184.63,173.08,184.76,28.682,184.76,175.3
185.13,172.61,185.26,28.782,185.26,175.4
185.63,172.15,185.77,28.883,185.77,175.5
186.14,171.69,186.27,28.983,186.27,175.6
186.64,171.23,186.77,29.084,186.77,175.71
187.14,170.77,187.27,29.186,187.27,175.81
187.64,170.31,187.77,29.288,187.77,175.91
188.14,169.86,188.27,29.39,188.27,176.01
188.64,169.41,188.77,29.492,188.77,176.11
189.14,168.96,189.27,29.595,189.27,176.22
189.64,168.52,189.77,29.698,189.77,176.32
190.14,168.07,190.27,29.802,190.27,176.42
190.65,167.63,190.77,29.906,190.77,176.53
191.15,167.19,191.27,30.01,191.27,176.63
191.65,166.76,191.77,30.115,191.77,176.74
192.15,166.32,192.27,30.219,192.27,176.84
192.65,165.89,192.78,30.325,192.78,176.95
193.15,165.46,193.28,30.431,193.28,177.05
193.65,165.03,193.78,30.537,193.78,177.16
194.15,164.61,194.28,30.643,194.28,177.26
194.65,164.19,194.78,30.75,194.78,177.37
195.16,163.77,195.28,30.857,195.28,177.48
195.66,163.35,195.78,30.965,195.78,177.59
196.16,162.93,196.28,31.072,196.28,177.69
196.66,162.52,196.78,31.181,196.78,177.8
197.16,162.1,197.28,31.289,197.28,177.91
197.66,161.69,197.78,31.398,197.78,178.02
198.16,161.29,198.28,31.508,198.28,178.13
198.66,160.88,198.78,31.617,198.78,178.24
199.16,160.47,199.28,31.728,199.28,178.35
199.67,160.07,199.79,31.838,199.79,178.46
200.17,159.67,200.29,31.949,200.29,178.57
200.67,159.28,200.79,32.06,200.79,178.68
201.17,158.88,201.29,32.172,201.29,178.79
201.67,158.49,201.79,32.284,201.79,178.9
202.17,158.09,202.29,32.396,202.29,179.02
202.67,157.7,202.79,32.509,202.79,179.13
203.17,157.32,203.29,32.622,203.29,179.24
203.67,156.93,203.79,32.736,203.79,179.36
204.18,156.54,204.29,32.85,204.29,179.47
204.68,156.16,204.79,32.964,204.79,179.59
205.18,155.78,205.29,33.079,205.29,179.7
205.68,155.4,205.79,33.194,205.79,179.82
206.18,155.03,206.29,33.31,206.29,179.93
206.68,154.65,206.8,33.426,206.8,180.05
207.18,154.28,207.3,33.542,207.3,180.16
207.68,153.91,207.8,33.659,207.8,180.28
208.18,153.54,208.3,33.776,208.3,180.4
208.69,153.17,208.8,33.893,208.8,180.51
209.19,152.81,209.3,34.011,209.3,180.63
209.69,152.44,209.8,34.13,209.8,180.75
210.19,152.08,210.3,34.248,210.3,180.87
210.69,151.72,210.8,34.367,210.8,180.99
211.19,151.36,211.3,34.487,211.3,181.11
211.69,151,211.8,34.607,211.8,181.23
212.19,150.65,212.3,34.727,212.3,181.35
212.69,150.29,212.8,34.848,212.8,181.47
213.2,149.94,213.3,34.969,213.3,181.59
213.7,149.59,213.81,35.091,213.81,181.71
214.2,149.24,214.31,35.213,214.31,181.83
214.7,148.9,214.81,35.335,214.81,181.96
215.2,148.55,215.31,35.458,215.31,182.08
215.7,148.21,215.81,35.581,215.81,182.2
216.2,147.87,216.31,35.705,216.31,182.33
216.7,147.53,216.81,35.829,216.81,182.45
217.2,147.19,217.31,35.953,217.31,182.57
217.71,146.85,217.81,36.078,217.81,182.7
218.21,146.52,218.31,36.203,218.31,182.82
218.71,146.18,218.81,36.329,218.81,182.95
219.21,145.85,219.31,36.455,219.31,183.08
219.71,145.52,219.81,36.582,219.81,183.2
220.21,145.19,220.31,36.709,220.31,183.33
220.71,144.86,220.82,36.836,220.82,183.46
221.21,144.54,221.32,36.964,221.32,183.59
221.71,144.21,221.82,37.092,221.82,183.71
222.22,143.89,222.32,37.221,222.32,183.84
222.72,143.57,222.82,37.35,222.82,183.97
223.22,143.25,223.32,37.48,223.32,184.1
223.72,142.93,223.82,37.61,223.82,184.23
224.22,142.61,224.32,37.74,224.32,184.36
224.72,142.3,224.82,37.871,224.82,184.49
225.22,141.98,225.32,38.003,225.32,184.62
225.72,141.67,225.82,38.134,225.82,184.76
226.22,141.36,226.32,38.267,226.32,184.89
226.73,141.05,226.82,38.399,226.82,185.02
227.23,140.74,227.32,38.532,227.32,185.15
227.73,140.44,227.83,38.666,227.83,185.29
228.23,140.13,228.33,38.8,228.33,185.42
228.73,139.83,228.83,38.934,228.83,185.56
229.23,139.52,229.33,39.069,229.33,185.69
229.73,139.22,229.83,39.204,229.83,185.83
230.23,138.92,230.33,39.34,230.33,185.96
230.73,138.62,230.83,39.476,230.83,186.1
231.24,138.33,231.33,39.613,231.33,186.23
231.74,138.03,231.83,39.75,231.83,186.37
232.24,137.73,232.33,39.888,232.33,186.51
232.74,137.44,232.83,40.026,232.83,186.65
233.24,137.15,233.33,40.164,233.33,186.79
233.74,136.86,233.83,40.303,233.83,186.92
234.24,136.57,234.33,40.443,234.33,187.06
234.74,136.28,234.84,40.582,234.84,187.2
235.24,135.99,235.34,40.723,235.34,187.34
235.75,135.71,235.84,40.864,235.84,187.48
236.25,135.42,236.34,41.005,236.34,187.63
236.75,135.14,236.84,41.146,236.84,187.77
237.25,134.86,237.34,41.289,237.34,187.91
237.75,134.58,237.84,41.431,237.84,188.05
238.25,134.3,238.34,41.574,238.34,188.2
238.75,134.02,238.84,41.718,238.84,188.34
239.25,133.74,239.34,41.862,239.34,188.48
239.76,133.47,239.84,42.006,239.84,188.63
240.26,133.19,240.34,42.151,240.34,188.77
240.76,132.92,240.84,42.297,240.84,188.92
241.26,132.65,241.34,42.443,241.34,189.06
241.76,132.38,241.85,42.589,241.85,189.21
242.26,132.11,242.35,42.736,242.35,189.36
242.76,131.84,242.85,42.883,242.85,189.5
243.26,131.57,243.35,43.031,243.35,189.65
243.76,131.3,243.85,43.179,243.85,189.8
244.27,131.04,244.35,43.328,244.35,189.95
