0,0,-5.4505e-06,0.011585,0,0,0,2.7287
0,0,-5.294e-06,0.041403,0,0,0,2.7287
0,0,-5.0544e-06,0.071278,0,0,0,2.7287
0,0,-4.7316e-06,0.10121,0,0,0,2.7287
0,0,-4.3255e-06,0.1312,0,0,0,2.7287
0,0,-3.8357e-06,0.16125,0,0,0,2.7287
0,0,-3.2623e-06,0.19136,0,0,0,2.7287
0,0,-2.6049e-06,0.22153,0,0,0,2.7287
0,0,-1.8636e-06,0.25175,0,0,0,2.7287
0,0,-1.038e-06,0.28203,0,0,0,2.7287
0,0,-1.2815e-07,0.31236,0,0,0,2.7287
0,0,8.6624e-07,0.34276,0,0,0,2.7287
0,0,1.9453e-06,0.37321,0,0,0,2.7287
0,0,3.1092e-06,0.40371,0,0,0,2.7287
0,0,4.358e-06,0.43428,0,0,0,2.7287
0,0,5.692e-06,0.4649,0,0,0,2.7287
0,0,7.1113e-06,0.49557,0,0,0,2.7287
0,0,8.616e-06,0.52631,0,0,0,2.7287
0,0,1.0206e-05,0.55709,0,0,0,2.7287
0,0,1.1882e-05,0.58794,0,0,0,2.7287
0,0,1.3644e-05,0.61884,0,0,0,2.7287
0,0,1.5492e-05,0.64979,0,0,0,2.7287
0,0,1.7427e-05,0.6808,0,0,0,2.7287
0,0,1.9447e-05,0.71187,0,0,0,2.7287
0,0,2.1555e-05,0.74299,0,0,0,2.7287
0,0,2.3748e-05,0.77416,0,0,0,2.7287
0,0,2.6029e-05,0.80539,0,0,0,2.7287
0,0,2.8397e-05,0.83668,0,0,0,2.7287
0,0,3.0851e-05,0.86802,0,0,0,2.7287
0,0,3.3393e-05,0.89941,0,0,0,2.7287
0,0,3.6023e-05,0.93086,0,0,0,2.7287
0,0,3.874e-05,0.96236,0,0,0,2.7287
0,0,4.1545e-05,0.99392,0,0,0,2.7287
0,0,4.4437e-05,1.0255,0,0,0,2.7287
0,0,4.7418e-05,1.0572,0,0,0,2.7287
0,0,5.0487e-05,1.0889,0,0,0,2.7287
0,0,5.3644e-05,1.1207,0,0,0,2.7287
0,0,5.689e-05,1.1525,0,0,0,2.7287
0,0,6.0224e-05,1.1844,0,0,0,2.7287
0,0,6.3647e-05,1.2163,0,0,0,2.7287
0,0,6.7159e-05,1.2483,0,0,0,2.7287
0,0,7.076e-05,1.2803,0,0,0,2.7287
0,0,7.445e-05,1.3124,0,0,0,2.7287
0,0,7.823e-05,1.3445,0,0,0,2.7287
0,0,8.2099e-05,1.3767,0,0,0,2.7287
0,0,8.6057e-05,1.409,0,0,0,2.7287
0,0,9.0106e-05,1.4413,0,0,0,2.7287
0,0,9.4244e-05,1.4736,0,0,0,2.7287
0,0,9.8472e-05,1.506,0,0,0,2.7287
0,0,0.00010279,1.5384,0,0,0,2.7287
0,0,0.0001072,1.5709,0,0,0,2.7287
